OTU,Domain,Phylum,Class,Order,Family,Genus
DENOVO35439,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,uncultured
DENOVO35440,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO35441,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO35442,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35443,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,P13-46,uncultured gamma proteobacterium
DENOVO35444,Unclassified,,,,,
DENOVO35445,Bacteria,Proteobacteria,Gammaproteobacteria,Immundisolibacterales,Immundisolibacteraceae,uncultured
DENOVO35446,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium
DENOVO35447,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gimesiaceae,uncultured
DENOVO35448,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Limnobacter
DENOVO35449,Unclassified,,,,,
DENOVO35450,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO35451,Unclassified,,,,,
DENOVO35452,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO35453,Unclassified,,,,,
DENOVO35454,Unclassified,,,,,
DENOVO35455,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO35456,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
DENOVO35457,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO35458,Unclassified,,,,,
DENOVO35459,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO35460,Unclassified,,,,,
DENOVO35461,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO35462,Unclassified,,,,,
DENOVO35463,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35464,Unclassified,,,,,
DENOVO35465,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter clade NAC11-7 lineage
DENOVO35466,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis
DENOVO35467,Unclassified,,,,,
DENOVO35468,Unclassified,,,,,
DENOVO35469,Unclassified,,,,,
DENOVO35470,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured
DENOVO35471,Unclassified,,,,,
DENOVO35472,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter
DENOVO35473,Unclassified,,,,,
DENOVO35474,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,Kiloniella
DENOVO35475,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35476,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,uncultured,uncultured Bacteroidetes/Chlorobi group bacterium
DENOVO35477,Unclassified,,,,,
DENOVO35478,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax
DENOVO35479,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ambiguous_taxa
DENOVO35480,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO35481,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Eel-36e1D6,
DENOVO35482,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO35483,Unclassified,,,,,
DENOVO35484,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,uncultured
DENOVO35485,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured
DENOVO35486,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,
DENOVO35487,Unclassified,,,,,
DENOVO35488,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured Chloroflexi bacterium
DENOVO35489,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus Endoecteinascidia
DENOVO35490,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO35491,Unclassified,,,,,
DENOVO35492,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus
DENOVO35493,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,uncultured bacterium
DENOVO35494,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35495,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,uncultured
DENOVO35496,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured
DENOVO35497,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO35498,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Candidatus Endobugula
DENOVO35499,Unclassified,,,,,
DENOVO35500,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35501,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured
DENOVO35502,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,Pelagibius
DENOVO35503,Bacteria,Planctomycetes,OM190,,,
DENOVO35504,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas
DENOVO35505,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35506,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35507,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11
DENOVO35508,Unclassified,,,,,
DENOVO35509,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda
DENOVO35510,Unclassified,,,,,
DENOVO35511,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella
DENOVO35512,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,uncultured
DENOVO35513,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,uncultured bacterium
DENOVO35514,Bacteria,Proteobacteria,Gammaproteobacteria,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
DENOVO35515,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia
DENOVO35516,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas
DENOVO35517,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,HTCC5015
DENOVO35518,Bacteria,Proteobacteria,Gammaproteobacteria,,,
DENOVO35519,Unclassified,,,,,
DENOVO35520,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,Flexithrix
DENOVO35521,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO35522,Unclassified,,,,,
DENOVO35523,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola
DENOVO35524,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11
DENOVO35525,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35526,Unclassified,,,,,
DENOVO35527,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Mesonia
DENOVO35528,Unclassified,,,,,
DENOVO35529,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,uncultured,
DENOVO35530,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,uncultured,uncultured bacterium
DENOVO35531,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35532,Unclassified,,,,,
DENOVO35533,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19 marine sediment group
DENOVO35534,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35535,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35536,Unclassified,,,,,
DENOVO35537,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured
DENOVO35538,Unclassified,,,,,
DENOVO35539,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thiohalophilus
DENOVO35540,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured
DENOVO35541,Unclassified,,,,,
DENOVO35542,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,uncultured bacterium
DENOVO35543,Unclassified,,,,,
DENOVO35544,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35545,Bacteria,Proteobacteria,Gammaproteobacteria,,,
DENOVO35546,Unclassified,,,,,
DENOVO35547,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
DENOVO35548,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix
DENOVO35549,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix
DENOVO35550,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sediminimonas
DENOVO35551,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35552,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
DENOVO35553,Unclassified,,,,,
DENOVO35554,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
DENOVO35555,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrococcales,Nitrococcales Incertae Sedis,Methylonatrum
DENOVO35556,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
DENOVO35557,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Bermanella
DENOVO35558,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
DENOVO35559,Unclassified,,,,,
DENOVO35560,Unclassified,,,,,
DENOVO35561,Unclassified,,,,,
DENOVO35562,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,
DENOVO35563,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermacoccaceae,Dermacoccus
DENOVO35564,Unclassified,,,,,
DENOVO35565,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
DENOVO35566,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
DENOVO35567,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
DENOVO35568,Unclassified,,,,,
DENOVO35569,Unclassified,,,,,
DENOVO35570,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35571,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,uncultured
DENOVO35572,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter
DENOVO35573,Unclassified,,,,,
DENOVO35574,Unclassified,,,,,
DENOVO35575,Unclassified,,,,,
DENOVO35576,Bacteria,Firmicutes,Bacilli,Bacillales,Family XII,Exiguobacterium
DENOVO35577,Bacteria,WPS-2,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO35578,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
DENOVO35579,Unclassified,,,,,
DENOVO35580,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gilvibacter
DENOVO35581,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter
DENOVO35582,Unclassified,,,,,
DENOVO35583,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35584,Bacteria,Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,uncultured
DENOVO35585,Unclassified,,,,,
DENOVO35586,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35587,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Dokdonia
DENOVO35588,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
DENOVO35589,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,HTCC5015
DENOVO35590,Unclassified,,,,,
DENOVO35591,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
DENOVO35592,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,Planctomicrobium
DENOVO35593,Unclassified,,,,,
DENOVO35594,Unclassified,,,,,
DENOVO35595,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira
DENOVO35596,Unclassified,,,,,
DENOVO35597,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
DENOVO35598,Unclassified,,,,,
DENOVO35599,Unclassified,,,,,
DENOVO35600,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospira
DENOVO35601,Unclassified,,,,,
DENOVO35602,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter
DENOVO35603,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
DENOVO35604,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
DENOVO35605,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,
DENOVO35606,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
DENOVO35607,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
DENOVO35608,Unclassified,,,,,
DENOVO35609,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella
DENOVO35610,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella
DENOVO35611,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO35612,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO35613,Unclassified,,,,,
DENOVO35614,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Chroococcidiopsaceae,Aliterella CENA595
DENOVO35615,Unclassified,,,,,
DENOVO35616,Bacteria,Patescibacteria,Parcubacteria,,,
DENOVO35617,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Cycloclasticaceae,Cycloclasticus
DENOVO35618,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
DENOVO35619,Unclassified,,,,,
DENOVO35620,Unclassified,,,,,
DENOVO35621,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
DENOVO35622,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Berkiella
DENOVO35623,Unclassified,,,,,
DENOVO35624,Unclassified,,,,,
DENOVO35625,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
DENOVO35626,Unclassified,,,,,
DENOVO35627,Unclassified,,,,,
DENOVO35628,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,
DENOVO35629,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
DENOVO35630,Unclassified,,,,,
DENOVO35631,Unclassified,,,,,
DENOVO35632,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35633,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter
DENOVO35634,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Neptunomonas
DENOVO35635,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
DENOVO35636,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,
DENOVO35637,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO35638,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO35639,Unclassified,,,,,
DENOVO35640,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella
DENOVO35641,Unclassified,,,,,
DENOVO35642,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO35643,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO35644,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35645,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO35646,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO35647,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,
DENOVO35648,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11
DENOVO35649,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
DENOVO35650,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Aliidiomarina
DENOVO35651,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured
DENOVO35652,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,
DENOVO35653,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO35654,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured bacterium,uncultured bacterium
DENOVO35655,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35656,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,,
DENOVO35657,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,
DENOVO35658,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO35659,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nautella
DENOVO35660,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SS1-B-06-26,Pseudohongiella
DENOVO35661,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
DENOVO35662,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ambiguous_taxa
DENOVO35663,Unclassified,,,,,
DENOVO35664,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Bermanella
DENOVO35665,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured bacterium,uncultured bacterium
DENOVO35666,Unclassified,,,,,
DENOVO35667,Unclassified,,,,,
DENOVO35668,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
DENOVO35669,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassomonas
DENOVO35670,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
DENOVO35671,Bacteria,Actinobacteria,Nitriliruptoria,Nitriliruptorales,Nitriliruptoraceae,uncultured bacterium
DENOVO35672,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Nitrolancea
DENOVO35673,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
DENOVO35674,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO35675,Unclassified,,,,,
DENOVO35676,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax
DENOVO35677,Unclassified,,,,,
DENOVO35678,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
DENOVO35679,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium
DENOVO35680,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,,
DENOVO35681,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17,metagenome
DENOVO35682,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured
DENOVO35683,Unclassified,,,,,
DENOVO35684,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,Kiloniella
DENOVO35685,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35686,Unclassified,,,,,
DENOVO35687,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured
DENOVO35688,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO35689,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria
DENOVO35690,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35691,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
DENOVO35692,Unclassified,,,,,
DENOVO35693,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,uncultured bacterium
DENOVO35694,Unclassified,,,,,
DENOVO35695,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
DENOVO35696,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
DENOVO35697,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35698,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Candidatus Endobugula
DENOVO35699,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
DENOVO35700,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
DENOVO35701,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,
